Date,Xmin,Ymin,Xmax,Ymax
2021-11-11,81.81818181818186,188.68958909942523,87.16577540106955,250.96338088141374
2021-11-12,88.50267379679148,202.52820949542274,93.85026737967918,230.20545028741753
2021-11-15,95.1871657754011,167.93165850542903,100.5347593582888,209.44751969342144
2021-11-16,101.87165775401073,167.93165850542903,107.21925133689842,192.14924419842464
2021-11-17,108.55614973262036,171.39131360442843,113.90374331550805,219.82648499041954
2021-11-18,115.24064171122998,202.52820949542274,120.58823529411768,230.20545028741753
2021-11-19,121.92513368983961,205.98786459442204,127.27272727272731,230.20545028741753
2021-11-22,128.60962566844924,202.52820949542274,133.95721925133694,226.74579518841824
2021-11-23,135.29411764705887,202.52820949542274,140.64171122994657,223.28614008941884
2021-11-24,141.97860962566847,216.36682989142014,147.32620320855617,247.50372578241434
2021-11-25,148.6631016042781,233.66510538641694,154.0106951871658,250.96338088141374
2021-11-26,155.34759358288773,202.52820949542274,160.69518716577542,247.50372578241434
2021-11-29,162.03208556149735,181.77027890142654,167.37967914438505,233.66510538641694
2021-11-30,168.71657754010698,29.545454545454618,174.06417112299468,219.82648499041954
2021-12-01,175.4010695187166,77.98062593144562,180.7486631016043,167.93165850542903
2021-12-02,182.08556149732624,91.81924632744324,187.43315508021394,154.09303810943163
2021-12-03,188.77005347593587,126.41579731743684,194.11764705882356,171.39131360442843
2021-12-06,195.4545454545455,126.41579731743684,200.8021390374332,188.68958909942523
2021-12-07,202.13903743315512,154.09303810943163,207.48663101604282,202.52820949542274
2021-12-08,208.82352941176478,136.79476261443472,214.17112299465248,167.93165850542903
2021-12-09,215.50802139037438,133.33510751543542,220.85561497326208,178.31062380242713
2021-12-10,222.192513368984,157.55269320843104,227.5401069518717,181.77027890142654
2021-12-13,228.87700534759364,164.47200340642974,234.22459893048133,185.22993400042583
2021-12-14,235.56149732620327,112.57717692143922,240.90909090909096,167.93165850542903
2021-12-15,242.2459893048129,36.46476474345343,247.5935828877006,140.25441771343424
2021-12-16,248.93048128342252,81.44028103044514,254.27807486631022,126.41579731743684
2021-12-17,255.61497326203215,74.52097083244632,260.9625668449199,119.49648711943803
2021-12-20,262.2994652406418,91.81924632744324,267.6470588235295,157.55269320843104
2021-12-21,268.9839572192514,147.17372791143282,274.33155080213913,181.77027890142654
2021-12-22,275.66844919786104,60.68235043644893,281.01604278074876,195.60889929742393
2021-12-23,282.35294117647067,105.65786672344063,287.7005347593584,171.39131360442843
2021-12-24,289.0374331550803,154.09303810943163,294.38502673796796,178.31062380242713
2021-12-27,295.7219251336899,116.03683202043874,301.0695187165776,171.39131360442843
2021-12-28,302.40641711229955,147.17372791143282,307.7540106951872,174.85096870342784
2021-12-29,309.0909090909092,143.71407281243353,314.43850267379685,174.85096870342784
2021-12-30,315.7754010695188,154.09303810943163,321.1229946524065,174.85096870342784
2022-01-03,322.4598930481284,140.25441771343424,327.80748663101605,167.93165850542903
2022-01-04,329.14438502673806,140.25441771343424,334.49197860962573,157.55269320843104
