Date,Xmin,Ymin,Xmax,Ymax
2021-11-23,81.81818181818186,202.52820949542274,87.16577540106955,223.28614008941884
2021-11-24,88.50267379679148,216.36682989142014,93.85026737967918,247.50372578241434
2021-11-25,95.1871657754011,233.66510538641694,100.5347593582888,250.96338088141374
2021-11-26,101.87165775401073,202.52820949542274,107.21925133689842,247.50372578241434
2021-11-29,108.55614973262036,181.77027890142654,113.90374331550805,233.66510538641694
2021-11-30,115.24064171122998,29.545454545454618,120.58823529411768,219.82648499041954
2021-12-01,121.92513368983961,77.98062593144562,127.27272727272731,167.93165850542903
2021-12-02,128.60962566844924,91.81924632744324,133.95721925133694,154.09303810943163
2021-12-03,135.29411764705887,126.41579731743684,140.64171122994657,171.39131360442843
2021-12-06,141.97860962566847,126.41579731743684,147.32620320855617,188.68958909942523
2021-12-07,148.6631016042781,154.09303810943163,154.0106951871658,202.52820949542274
2021-12-08,155.34759358288773,136.79476261443472,160.69518716577542,167.93165850542903
2021-12-09,162.03208556149735,133.33510751543542,167.37967914438505,178.31062380242713
2021-12-10,168.71657754010698,157.55269320843104,174.06417112299468,181.77027890142654
2021-12-13,175.4010695187166,164.47200340642974,180.7486631016043,185.22993400042583
2021-12-14,182.08556149732624,112.57717692143922,187.43315508021394,167.93165850542903
2021-12-15,188.77005347593587,36.46476474345343,194.11764705882356,140.25441771343424
2021-12-16,195.4545454545455,81.44028103044514,200.8021390374332,126.41579731743684
2021-12-17,202.13903743315512,74.52097083244632,207.48663101604282,119.49648711943803
2021-12-20,208.82352941176478,91.81924632744324,214.17112299465248,157.55269320843104
2021-12-21,215.50802139037438,147.17372791143282,220.85561497326208,181.77027890142654
2021-12-22,222.192513368984,60.68235043644893,227.5401069518717,195.60889929742393
2021-12-23,228.87700534759364,105.65786672344063,234.22459893048133,171.39131360442843
2021-12-24,235.56149732620327,154.09303810943163,240.90909090909096,178.31062380242713
2021-12-27,242.2459893048129,116.03683202043874,247.5935828877006,171.39131360442843
2021-12-28,248.93048128342252,147.17372791143282,254.27807486631022,174.85096870342784
2021-12-29,255.61497326203215,143.71407281243353,260.9625668449199,174.85096870342784
2021-12-30,262.2994652406418,154.09303810943163,267.6470588235295,174.85096870342784
2022-01-03,268.9839572192514,140.25441771343424,274.33155080213913,167.93165850542903
2022-01-04,275.66844919786104,140.25441771343424,281.01604278074876,157.55269320843104
2022-01-05,282.35294117647067,147.17372791143282,287.7005347593584,174.85096870342784
2022-01-06,289.0374331550803,167.93165850542903,294.38502673796796,195.60889929742393
2022-01-07,295.7219251336899,164.47200340642974,301.0695187165776,195.60889929742393
2022-01-10,302.40641711229955,164.47200340642974,307.7540106951872,188.68958909942523
2022-01-11,309.0909090909092,161.01234830743033,314.43850267379685,188.68958909942523
2022-01-12,315.7754010695188,164.47200340642974,321.1229946524065,185.22993400042583
2022-01-13,322.4598930481284,178.31062380242713,327.80748663101605,202.52820949542274
2022-01-14,329.14438502673806,202.52820949542274,334.49197860962573,233.66510538641694
2022-01-17,335.82887700534764,219.82648499041954,341.1764705882353,261.34234617841184
2022-01-18,342.5133689839573,244.04407068341504,347.860962566845,292.47924206940604
2022-01-19,349.1978609625669,278.64062167340865,354.54545454545456,316.69682776240165
2022-01-20,355.8823529411766,289.01958697040675,361.22994652406425,309.77751756440284
2022-01-21,362.56684491978615,275.18096657440924,367.9144385026738,299.39855226740485
2022-01-24,369.25133689839583,275.18096657440924,374.5989304812835,316.69682776240165
