Date,Xmin,Ymin,Xmax,Ymax
2021-12-13,81.81818181818186,159.069366652305,87.16577540106955,180.0732442912538
2021-12-14,88.50267379679148,106.55967255493329,93.85026737967918,162.57001292546317
2021-12-15,95.1871657754011,29.545454545454504,100.5347593582888,134.56484274019817
2021-12-16,101.87165775401073,75.05385609651012,107.21925133689842,120.56225764756573
2021-12-17,108.55614973262036,68.05256355019401,113.90374331550805,113.5609651012494
2021-12-20,115.24064171122998,85.5557949159845,120.58823529411768,152.0680741059889
2021-12-21,121.92513368983961,141.5661352865145,127.27272727272731,176.57259801809562
2021-12-22,128.60962566844924,54.04997845756134,133.95721925133694,190.57518311072818
2021-12-23,135.29411764705887,99.55838000861695,140.64171122994657,166.07065919862134
2021-12-24,141.97860962566847,148.56742783283062,147.32620320855617,173.07195174493756
2021-12-27,148.6631016042781,110.06031882809134,154.0106951871658,166.07065919862134
2021-12-28,155.34759358288773,141.5661352865145,160.69518716577542,169.5713054717794
2021-12-29,162.03208556149735,138.06548901335623,167.37967914438505,169.5713054717794
2021-12-30,168.71657754010698,148.56742783283062,174.06417112299468,169.5713054717794
2022-01-03,175.4010695187166,134.56484274019817,180.7486631016043,162.57001292546317
2022-01-04,182.08556149732624,134.56484274019817,187.43315508021394,152.0680741059889
2022-01-05,188.77005347593587,141.5661352865145,194.11764705882356,169.5713054717794
2022-01-06,195.4545454545455,162.57001292546317,200.8021390374332,190.57518311072818
2022-01-07,202.13903743315512,159.069366652305,207.48663101604282,190.57518311072818
2022-01-10,208.82352941176478,159.069366652305,214.17112299465248,183.57389056441195
2022-01-11,215.50802139037438,155.56872037914695,220.85561497326208,183.57389056441195
2022-01-12,222.192513368984,159.069366652305,227.5401069518717,180.0732442912538
2022-01-13,228.87700534759364,173.07195174493756,234.22459893048133,197.5764756570444
2022-01-14,235.56149732620327,197.5764756570444,240.90909090909096,229.08229211546745
2022-01-17,242.2459893048129,215.079707022835,247.5935828877006,257.08746230073245
2022-01-18,248.93048128342252,239.58423093494184,254.27807486631022,288.5932787591555
2022-01-19,255.61497326203215,274.59069366652307,260.9625668449199,313.09780267126246
2022-01-20,262.2994652406418,285.09263248599746,267.6470588235295,306.0965101249461
2022-01-21,268.9839572192514,271.0900473933649,274.33155080213913,295.59457130547185
2022-01-24,275.66844919786104,271.0900473933649,281.01604278074876,313.09780267126246
2022-01-25,282.35294117647067,302.59586385178807,287.7005347593584,369.10814304179235
2022-01-26,289.0374331550803,330.60103403705295,294.38502673796796,376.10943558810857
2022-01-27,295.7219251336899,334.1016803102111,301.0695187165776,397.11331322705735
2022-01-28,302.40641711229955,358.60620422231796,307.7540106951872,397.11331322705735
2022-02-03,309.0909090909092,309.5971563981043,314.43850267379685,348.10426540284357
2022-02-04,315.7754010695188,313.09780267126246,321.1229946524065,341.10297285652734
2022-02-07,322.4598930481284,295.59457130547185,327.80748663101605,334.1016803102111
2022-02-08,329.14438502673806,288.5932787591555,334.49197860962573,330.60103403705295
2022-02-09,335.82887700534764,229.08229211546745,341.1764705882353,316.5984489444205
2022-02-10,342.5133689839573,222.08099956915123,347.860962566845,274.59069366652307
2022-02-11,349.1978609625669,260.5881085738906,354.54545454545456,320.0990952175787
2022-02-14,355.8823529411766,330.60103403705295,361.22994652406425,365.6074967686342
