Date,Xmin,Ymin,Xmax,Ymax
2021-11-11,81.81818181818186,29.54545454545473,87.16577540106955,77.17864923747288
2021-11-12,88.50267379679148,54.00574371162611,93.85026737967918,77.17864923747288
2021-11-15,95.1871657754011,47.56882551000217,100.5347593582888,75.89126559714805
2021-11-16,101.87165775401073,59.15527827292544,107.21925133689842,120.94969300851653
2021-11-17,108.55614973262036,108.07585660526843,113.90374331550805,160.8585858585859
2021-11-18,115.24064171122998,120.94969300851653,120.58823529411768,159.57120221826108
2021-11-19,121.92513368983961,102.92632204396932,127.27272727272731,164.7207367795604
2021-11-22,128.60962566844924,99.06417112299482,133.95721925133694,127.3866112101407
2021-11-23,135.29411764705887,87.47771836007132,140.64171122994657,149.27213309566264
2021-11-24,141.97860962566847,106.7884729649436,147.32620320855617,154.42166765696197
2021-11-25,148.6631016042781,97.77678748266999,154.0106951871658,146.69736581501297
2021-11-26,155.34759358288773,100.35155476331965,160.69518716577542,159.57120221826108
2021-11-29,162.03208556149735,146.69736581501297,167.37967914438505,196.9053277876808
2021-11-30,168.71657754010698,141.54783125371364,174.06417112299468,217.5034660328779
2021-12-01,175.4010695187166,151.8469003763123,180.7486631016043,213.6413151119034
2021-12-02,182.08556149732624,167.29550406021008,187.43315508021394,221.3656169538524
2021-12-03,188.77005347593587,118.3749257278671,194.11764705882356,184.03149138443268
2021-12-06,195.4545454545455,131.2487621311152,200.8021390374332,160.8585858585859
2021-12-07,202.13903743315512,114.5127748068926,207.48663101604282,154.42166765696197
2021-12-08,208.82352941176478,84.90295107942188,214.17112299465248,126.09922756981587
2021-12-09,215.50802139037438,82.32818379877222,220.85561497326208,118.3749257278671
2021-12-10,222.192513368984,88.76510200039615,227.5401069518717,109.36324024559326
2021-12-13,228.87700534759364,74.60388195682322,234.22459893048133,115.80015844721743
2021-12-14,235.56149732620327,93.91463656169549,240.90909090909096,119.66230936819193
2021-12-15,242.2459893048129,69.45434739552388,247.5935828877006,109.36324024559326
2021-12-16,248.93048128342252,69.45434739552388,254.27807486631022,95.20202020202032
2021-12-17,255.61497326203215,87.47771836007132,260.9625668449199,136.39829669241453
2021-12-20,262.2994652406418,60.44266191325028,267.6470588235295,155.7090512972868
2021-12-21,268.9839572192514,105.50108932461876,274.33155080213913,151.8469003763123
2021-12-22,275.66844919786104,138.97306397306397,281.01604278074876,187.89364230540718
2021-12-23,282.35294117647067,142.83521489403847,287.7005347593584,189.18102594573202
2021-12-24,289.0374331550803,149.27213309566264,294.38502673796796,202.05486234898012
2021-12-27,295.7219251336899,185.31887502475752,301.0695187165776,216.21608239255306
2021-12-28,302.40641711229955,166.00812041988524,307.7540106951872,190.46840958605685
2021-12-29,309.0909090909092,93.91463656169549,314.43850267379685,180.16934046345818
2021-12-30,315.7754010695188,155.7090512972868,321.1229946524065,180.16934046345818
2022-01-03,322.4598930481284,135.1109130520897,327.80748663101605,185.31887502475752
2022-01-04,329.14438502673806,140.2604476133888,334.49197860962573,168.5828877005349
2022-01-05,335.82887700534764,159.57120221826108,341.1764705882353,200.7674787086553
2022-01-06,342.5133689839573,195.61794414735596,347.860962566845,243.25113883937433
2022-01-07,349.1978609625669,208.4917805506043,354.54545454545456,236.81422063775017
2022-01-10,355.8823529411766,221.3656169538524,361.22994652406425,256.12497524262244
2022-01-11,362.56684491978615,239.38898791839983,367.9144385026738,334.65537730243625
2022-01-12,369.25133689839583,252.26282432164794,374.5989304812835,303.7581699346406
2022-01-13,375.9358288770054,250.9754406813231,381.2834224598931,288.3095662507428
2022-01-14,382.6203208556151,262.5618934442464,387.96791443850276,288.3095662507428
2022-01-17,389.30481283422466,275.4357298474946,394.65240641711233,314.05723905723914
2022-01-18,395.98930481283435,285.73479897009315,401.336898395722,346.2418300653595
2022-01-19,402.6737967914439,329.5058427411369,408.0213903743316,365.5525846702318
2022-01-20,409.3582887700536,320.4941572588632,414.7058823529413,361.6904337492574
2022-01-21,416.0427807486632,320.4941572588632,421.39037433155084,351.39136462665886
2022-01-24,422.72727272727286,335.9427609427611,428.07486631016053,374.5642701525055
2022-01-25,429.41176470588243,357.8282828282829,434.7593582887701,415.7605466428997
2022-01-26,436.0962566844921,379.71380471380485,441.4438502673798,422.1974648445238
2022-01-27,442.7807486631017,400.31194295900184,448.12834224598936,473.69281045751643
2022-01-28,449.4652406417114,405.4614775203012,454.81283422459904,471.11804317686676
2022-02-03,456.14973262032095,348.8165973460092,461.4973262032086,390.0128738364033
2022-02-04,462.83422459893063,348.8165973460092,468.1818181818183,378.42642107348
2022-02-07,469.5187165775402,364.26520102990696,474.8663101604279,395.1624083977026
2022-02-08,476.2032085561499,308.9077044959399,481.55080213903756,373.2768865121807
2022-02-09,482.88770053475946,348.8165973460092,488.23529411764713,378.42642107348
2022-02-10,489.57219251336903,338.51752822341064,494.9197860962567,375.85165379283035
2022-02-11,496.2566844919787,383.57595563477923,501.6042780748664,405.4614775203012
2022-02-14,502.9411764705883,396.44979203802745,508.288770053476,440.2208358090712
2022-02-15,509.625668449198,408.0362448009507,514.9732620320857,447.9451376510201
2022-02-16,516.3101604278075,375.85165379283035,521.6577540106953,437.64606852842155
2022-02-17,522.9946524064171,334.65537730243625,528.3422459893048,396.44979203802745
2022-02-18,529.6791443850268,366.8399683105566,535.0267379679145,404.17409387997634
2022-02-21,536.3636363636364,369.4147355912063,541.7112299465241,404.17409387997634
2022-02-22,543.0481283422461,377.1390374331552,548.3957219251338,400.31194295900184
2022-02-23,549.7326203208556,359.11566646860774,555.0802139037434,384.86333927510407
2022-02-24,556.4171122994653,362.9778173895821,561.764705882353,396.44979203802745
2022-02-25,563.1016042780749,314.05723905723914,568.4491978609626,366.8399683105566
2022-02-28,569.7860962566846,352.6787482669837,575.1336898395723,374.5642701525055
2022-03-02,576.4705882352941,332.0806100217866,581.8181818181819,373.2768865121807
2022-03-03,583.1550802139038,324.3563081798377,588.5026737967916,352.6787482669837
2022-03-04,589.8395721925135,334.65537730243625,595.1871657754012,366.8399683105566
2022-03-07,596.5240641711231,368.12735195088146,601.8716577540108,417.04793028322445
2022-03-08,603.2085561497328,396.44979203802745,608.5561497326205,433.78391760744705
2022-03-10,609.8930481283423,377.1390374331552,615.2406417112301,401.5993265993267
2022-03-11,616.577540106952,361.6904337492574,621.9251336898398,387.43810655575373
2022-03-14,623.2620320855616,357.8282828282829,628.6096256684493,411.8983957219252
2022-03-15,629.9465240641712,393.8750247573778,635.2941176470589,426.05961576549817
2022-03-16,636.6310160427809,365.5525846702318,641.9786096256686,399.024559318677
2022-03-17,643.3155080213904,323.06892453951286,648.6631016042782,359.11566646860774
2022-03-18,650.0000000000001,314.05723905723914,655.3475935828878,347.52921370568436
2022-03-21,656.6844919786097,339.80491186373547,662.0320855614974,360.4030501089326
2022-03-22,663.3689839572194,333.3679936621114,668.7165775401071,375.85165379283035
2022-03-23,670.0534759358289,342.37967914438514,675.4010695187167,361.6904337492574
2022-03-24,676.7379679144386,351.39136462665886,682.0855614973264,384.86333927510407
2022-03-25,683.4224598930482,352.6787482669837,688.7700534759359,375.85165379283035
2022-03-28,690.1069518716579,357.8282828282829,695.4545454545456,395.1624083977026
2022-03-29,696.7914438502675,350.103980986334,702.1390374331552,391.3002574767281
2022-03-30,703.4759358288771,335.9427609427611,708.8235294117649,361.6904337492574
2022-03-31,710.1604278074867,344.9544464250348,715.5080213903744,369.4147355912063
2022-04-01,716.8449197860964,347.52921370568436,722.1925133689841,374.5642701525055
2022-04-04,723.529411764706,364.26520102990696,728.8770053475937,382.2885719944544
2022-04-05,730.2139037433157,353.9661319073085,735.5614973262034,377.1390374331552
2022-04-06,736.8983957219252,362.9778173895821,742.245989304813,384.86333927510407
2022-04-07,743.5828877005349,378.42642107348,748.9304812834226,401.5993265993267
2022-04-08,750.2673796791445,371.98950287185585,755.6149732620322,397.7371756783523
2022-04-11,756.9518716577542,390.0128738364033,762.2994652406419,406.748861160626
2022-04-12,763.6363636363637,404.17409387997634,768.9839572192515,435.0713012477719
2022-04-13,770.3208556149734,383.57595563477923,775.6684491978612,415.7605466428997
2022-04-14,777.005347593583,368.12735195088146,782.3529411764707,388.72549019607857
2022-04-15,783.6898395721927,324.3563081798377,789.0374331550804,400.31194295900184
2022-04-18,790.3743315508023,265.13666072489605,795.72192513369,334.65537730243625
2022-04-19,797.0588235294119,253.55020796197277,802.4064171122997,279.2978807684691
2022-04-20,803.7433155080215,244.53852247969894,809.0909090909092,271.5735789265202
2022-04-21,810.4278074866312,227.80253515547633,815.7754010695189,272.86096256684505
2022-04-22,817.1122994652408,238.101604278075,822.4598930481285,301.18340265399104
2022-04-25,823.7967914438505,211.06654783125373,829.1443850267382,278.01049712814427
2022-04-26,830.48128342246,177.59457318280852,835.8288770053477,236.81422063775017
2022-04-27,837.1657754010696,140.2604476133888,842.5133689839573,211.06654783125373
2022-04-28,843.8502673796793,118.3749257278671,849.197860962567,171.15765498118458
2022-04-29,850.5347593582889,119.66230936819193,855.8823529411766,171.15765498118458
2022-05-02,857.2192513368985,115.80015844721743,862.5668449197863,158.28381857793624
2022-05-03,863.9037433155081,132.53614577144003,869.2513368983958,166.00812041988524
2022-05-04,870.5882352941178,146.69736581501297,875.9358288770055,186.60625866508235
2022-05-06,877.2727272727274,176.30718954248368,882.6203208556151,226.5151515151515
2022-05-09,883.957219251337,187.89364230540718,889.3048128342248,301.18340265399104
