Date,Xmin,Ymin,Xmax,Ymax
2021-12-24,81.81818181818186,184.42082111436946,87.16577540106955,233.26612903225816
2021-12-27,88.50267379679148,217.77859237536666,93.85026737967918,246.3709677419355
2021-12-28,95.1871657754011,199.90835777126097,100.5347593582888,222.5439882697948
2021-12-29,101.87165775401073,133.1928152492668,107.21925133689842,213.01319648093852
2021-12-30,108.55614973262036,190.3775659824047,113.90374331550805,213.01319648093852
2022-01-03,115.24064171122998,171.31598240469214,120.58823529411768,217.77859237536666
2022-01-04,121.92513368983961,176.08137829912027,127.27272727272731,202.29105571847515
2022-01-05,128.60962566844924,193.95161290322596,133.95721925133694,232.07478005865107
2022-01-06,135.29411764705887,227.30938416422293,140.64171122994657,271.3892961876834
2022-01-07,141.97860962566847,239.22287390029328,147.32620320855617,265.43255131964816
2022-01-10,148.6631016042781,251.13636363636374,154.0106951871658,283.30278592375373
2022-01-11,155.34759358288773,267.8152492668622,160.69518716577542,355.975073313783
2022-01-12,162.03208556149735,279.72873900293257,167.37967914438505,327.38269794721407
2022-01-13,168.71657754010698,278.5373900293256,174.06417112299468,313.08651026392965
2022-01-14,175.4010695187166,289.25953079178885,180.7486631016043,313.08651026392965
2022-01-17,182.08556149732624,301.1730205278593,187.43315508021394,336.91348973607046
2022-01-18,188.77005347593587,310.7038123167156,194.11764705882356,366.6972140762464
2022-01-19,195.4545454545455,351.2096774193549,200.8021390374332,384.56744868035196
2022-01-20,202.13903743315512,342.8702346041056,207.48663101604282,380.9934017595308
2022-01-21,208.82352941176478,342.8702346041056,214.17112299465248,371.4626099706745
2022-01-24,215.50802139037438,357.1664222873901,220.85561497326208,392.90689149560126
2022-01-25,222.192513368984,377.41935483870975,227.5401069518717,431.0300586510265
2022-01-26,228.87700534759364,397.6722873900294,234.22459893048133,436.9868035190616
2022-01-27,235.56149732620327,416.73387096774195,240.90909090909096,484.6407624633432
2022-01-28,242.2459893048129,421.4992668621701,247.5935828877006,482.258064516129
2022-02-03,248.93048128342252,369.07991202346045,254.27807486631022,407.2030791788857
2022-02-04,255.61497326203215,369.07991202346045,260.9625668449199,396.4809384164223
2022-02-07,262.2994652406418,383.37609970674487,267.6470588235295,411.9684750733138
2022-02-08,268.9839572192514,332.1480938416423,274.33155080213913,391.71554252199417
2022-02-09,275.66844919786104,369.07991202346045,281.01604278074876,396.4809384164223
2022-02-10,282.35294117647067,359.5491202346042,287.7005347593584,394.09824046920824
2022-02-11,289.0374331550803,401.24633431085044,294.38502673796796,421.4992668621701
2022-02-14,295.7219251336899,413.1598240469209,301.0695187165776,453.6656891495602
2022-02-15,302.40641711229955,423.88196480938416,307.7540106951872,460.8137829912024
2022-02-16,309.0909090909092,394.09824046920824,314.43850267379685,451.2829912023461
2022-02-17,315.7754010695188,355.975073313783,321.1229946524065,413.1598240469209
2022-02-18,322.4598930481284,385.75879765395894,327.80748663101605,420.3079178885631
